PHASE,ID,GENDER,STATUS,CHILDREN,ESTINCOME,CAROWNER,AGE,LONGDISTANCE,INTERNATIONAL,LOCAL,DROPPED,PAYMETHOD,LOCALBILLTYPE,LONGDISTANCEBILLTYPE,USAGE,RATEPLAN,CHURN
Adult,744,F,M,2,+0030665.20000000,Y,+0000022.88000000,+00005.,+00008.,+00063.,0,Auto,FreeLocal,Standard,+00077.,4,F
Adult,746,F,M,2,+0050561.30000000,N,+0000046.00000000,+00016.,+00000.,+00113.,1,CH,Budget,Standard,+00129.,2,F
Adult,748,F,S,2,+0023464.00000000,Y,+0000061.00000000,+00022.,+00000.,+00041.,0,CC,Budget,Intnl_discount,+00064.,3,T
Adult,749,F,M,2,+0000194.57000000,N,+0000047.00000000,+00028.,+00000.,+00038.,0,CC,FreeLocal,Standard,+00067.,2,F
Adult,751,M,M,0,+0065619.70000000,Y,+0000052.64666700,+00013.,+00000.,+00144.,0,CC,Budget,Standard,+00158.,2,T
Adult,752,F,M,1,+0095620.30000000,Y,+0000047.00000000,+00010.,+00000.,+00093.,0,CC,Budget,Standard,+00104.,4,F
Adult,755,F,M,1,+0098453.60000000,Y,+0000070.00000000,+00013.,+00000.,+00011.,0,Auto,FreeLocal,Standard,+00025.,4,F
Adult,756,F,M,2,+0094026.80000000,Y,+0000027.74666700,+00025.,+00000.,+00010.,0,CC,FreeLocal,Intnl_discount,+00035.,2,F
Adult,766,F,M,2,+0018296.40000000,Y,+0000042.62666700,+00000.,+00000.,+00010.,0,CC,FreeLocal,Standard,+00010.,4,F
Adult,767,F,S,0,+0039461.00000000,N,+0000022.22666700,+00022.,+00000.,+00103.,1,CC,FreeLocal,Standard,+00126.,1,T
Adult,769,F,S,1,+0070000.00000000,N,+0000056.19333300,+00022.,+00000.,+00063.,0,Auto,FreeLocal,Standard,+00086.,1,F
Adult,777,F,M,2,+0085394.00000000,Y,+0000020.16000000,+00019.,+00002.,+00014.,1,Auto,Budget,Intnl_discount,+00035.,2,F
Child,782,F,S,0,+0089813.60000000,N,+0000012.84666700,+00014.,+00001.,+00149.,0,CC,FreeLocal,Intnl_discount,+00166.,4,F
Adult,784,F,M,2,+0082644.20000000,Y,+0000033.49333300,+00021.,+00000.,+00019.,0,CC,FreeLocal,Intnl_discount,+00041.,2,F
Adult,788,F,M,2,+0060485.50000000,N,+0000041.66666700,+00011.,+00000.,+00028.,0,Auto,Budget,Intnl_discount,+00040.,3,F
Adult,792,M,S,1,+0076529.80000000,N,+0000058.28000000,+00018.,+00005.,+00020.,0,CC,Budget,Standard,+00043.,4,T
Adult,795,F,M,0,+0066666.00000000,N,+0000067.00000000,+00027.,+00000.,+00045.,0,Auto,Budget,Standard,+00073.,1,F
Adult,797,F,M,0,+0098056.30000000,N,+0000055.96666700,+00023.,+00000.,+00126.,0,Auto,FreeLocal,Standard,+00150.,1,F
Adult,798,M,M,0,+0080000.00000000,Y,+0000053.21333300,+00000.,+00000.,+00002.,0,CH,Budget,Standard,+00002.,1,T
Adult,801,M,S,1,+0016432.10000000,Y,+0000020.92000000,+00020.,+00008.,+00080.,0,CH,Budget,Intnl_discount,+00109.,4,T
Adult,803,M,S,1,+0071329.90000000,Y,+0000042.23333300,+00014.,+00003.,+00045.,0,CC,Budget,Standard,+00063.,3,T
Adult,807,F,S,0,+0020913.60000000,N,+0000053.01333300,+00022.,+00007.,+00065.,0,CC,FreeLocal,Standard,+00095.,1,T
Adult,810,F,S,1,+0000540.40000000,Y,+0000039.21333300,+00012.,+00000.,+00007.,0,Auto,Budget,Intnl_discount,+00020.,3,T
Child,814,M,M,2,+0067339.80000000,N,+0000017.00666700,+00027.,+00005.,+00048.,0,CC,FreeLocal,Intnl_discount,+00081.,3,F
Adult,816,M,M,1,+0075799.90000000,N,+0000046.38000000,+00022.,+00007.,+00064.,0,CC,FreeLocal,Intnl_discount,+00094.,2,T
Adult,817,F,S,2,+0015688.50000000,N,+0000053.06000000,+00014.,+00000.,+00008.,0,CC,Budget,Standard,+00022.,3,T
Child,818,F,S,0,+0043382.30000000,N,+0000016.07333300,+00029.,+00008.,+00099.,0,CH,FreeLocal,Standard,+00138.,3,T
Child,821,F,D,1,+0013011.40000000,N,+0000016.06000000,+00026.,+00000.,+00108.,0,CC,Budget,Standard,+00134.,3,T
Adult,830,M,S,0,+0094928.30000000,N,+0000040.18000000,+00014.,+00005.,+00073.,0,CC,FreeLocal,Standard,+00093.,1,T
Adult,840,F,S,2,+0093559.10000000,N,+0000057.62000000,+00001.,+00000.,+00029.,0,CC,Budget,Standard,+00031.,4,F
Adult,843,M,M,1,+0120000.00000000,N,+0000053.21333300,+00000.,+00000.,+00003.,0,CC,Budget,Intnl_discount,+00003.,1,T
Adult,845,F,M,0,+0078000.00000000,Y,+0000055.63333300,+00000.,+00000.,+00010.,0,Auto,Budget,Standard,+00010.,3,F
Adult,848,F,D,1,+0093454.30000000,Y,+0000048.53333300,+00018.,+00000.,+00025.,0,Auto,FreeLocal,Standard,+00044.,2,F
Child,849,M,M,0,+0005745.00000000,Y,+0000015.38000000,+00026.,+00000.,+00017.,0,CC,FreeLocal,Standard,+00044.,1,T
Adult,853,M,S,0,+0068000.00000000,Y,+0000049.00000000,+00004.,+00003.,+00082.,0,CH,Budget,Intnl_discount,+00090.,3,T
Adult,857,M,S,2,+0078373.50000000,N,+0000035.34666700,+00006.,+00008.,+00184.,0,Auto,Budget,Standard,+00199.,2,F
Adult,858,F,M,2,+0081913.80000000,Y,+0000049.66000000,+00006.,+00000.,+00046.,0,CC,FreeLocal,Standard,+00053.,3,F
Adult,861,F,S,0,+0000919.93000000,N,+0000038.26000000,+00027.,+00000.,+00093.,0,CH,Budget,Standard,+00120.,4,T
Adult,863,F,M,2,+0024482.80000000,N,+0000033.53333300,+00000.,+00000.,+00002.,0,CH,Budget,Intnl_discount,+00002.,4,F
Adult,867,F,S,2,+0008392.14000000,Y,+0000036.68000000,+00025.,+00007.,+00054.,0,CH,Budget,Intnl_discount,+00087.,1,T
Adult,875,F,M,2,+0083259.30000000,N,+0000050.88000000,+00000.,+00000.,+00004.,0,CC,Budget,Standard,+00004.,1,F
Child,878,M,M,1,+0020818.50000000,N,+0000012.68000000,+00009.,+00006.,+00047.,0,Auto,FreeLocal,Standard,+00063.,2,F
Adult,882,F,M,2,+0002185.60000000,N,+0000052.51333300,+00007.,+00000.,+00020.,1,CH,Budget,Standard,+00028.,1,F
Adult,887,F,M,2,+0011234.70000000,Y,+0000049.04666700,+00000.,+00000.,+00112.,0,CC,Budget,Standard,+00113.,2,F
Adult,894,F,M,2,+0072841.30000000,N,+0000047.02000000,+00010.,+00000.,+00072.,0,CC,Budget,Standard,+00082.,2,F
Adult,896,M,S,0,+0080000.00000000,N,+0000041.00000000,+00029.,+00005.,+00035.,0,CC,Budget,Standard,+00070.,3,T
Adult,897,F,S,1,+0083287.00000000,Y,+0000047.00000000,+00020.,+00000.,+00100.,0,Auto,Budget,Standard,+00120.,3,F
Adult,898,M,M,0,+0012387.60000000,N,+0000056.17333300,+00002.,+00000.,+00065.,0,Auto,FreeLocal,Standard,+00093.,2,F
Adult,904,F,M,2,+0028267.00000000,N,+0000030.09333300,+00021.,+00000.,+00192.,0,CC,FreeLocal,Standard,+00214.,2,F
Adult,910,M,S,1,+0094188.30000000,N,+0000057.54666700,+00020.,+00000.,+00019.,0,CC,Budget,Standard,+00041.,4,T
Adult,913,F,M,2,+0091861.00000000,Y,+0000041.98000000,+00015.,+00000.,+00006.,0,CC,Budget,Standard,+00022.,2,F
Adult,916,F,S,1,+0012374.90000000,Y,+0000033.49333300,+00017.,+00000.,+00106.,0,Auto,FreeLocal,Standard,+00123.,1,T
Adult,920,F,M,2,+0030998.80000000,N,+0000040.96000000,+00002.,+00000.,+00050.,0,Auto,Budget,Standard,+00052.,3,F
Adult,935,F,M,1,+0013829.40000000,N,+0000020.00000000,+00029.,+00000.,+00160.,0,CC,FreeLocal,Standard,+00176.,1,T
Child,938,F,M,2,+0088427.00000000,N,+0000013.86000000,+00022.,+00004.,+00043.,0,CC,Budget,Standard,+00069.,2,F
Adult,940,M,S,0,+0089142.70000000,N,+0000053.69333300,+00003.,+00008.,+00005.,0,CC,Budget,Intnl_discount,+00016.,4,T
Adult,941,F,S,0,+0074530.80000000,N,+0000063.08666700,+00020.,+00000.,+00106.,0,Auto,FreeLocal,Intnl_discount,+00127.,3,F
Adult,950,M,M,1,+0066931.90000000,N,+0000063.93333300,+00011.,+00000.,+00005.,0,CC,Budget,Standard,+00017.,3,T
Adult,951,F,D,0,+0040120.00000000,Y,+0000021.00000000,+00040.,+00000.,+00099.,0,CC,FreeLocal,Standard,+00108.,2,T
Adult,952,F,M,1,+0040120.00000000,N,+0000022.00000000,+00026.,+00000.,+00026.,0,Auto,FreeLocal,Intnl_discount,+00048.,4,T
Adult,955,F,S,2,+0042000.00000000,N,+0000023.00000000,+00033.,+00000.,+00035.,0,Auto,Budget,Standard,+00041.,4,T
Adult,957,F,S,2,+0040120.00000000,N,+0000022.00000000,+00037.,+00002.,+00038.,0,CC,FreeLocal,Standard,+00062.,2,T
Adult,962,F,M,2,+0090271.60000000,N,+0000044.92666700,+00013.,+00000.,+00096.,0,CC,FreeLocal,Standard,+00110.,1,F
Adult,967,F,M,2,+0064816.60000000,Y,+0000031.12666700,+00021.,+00000.,+00006.,0,CC,Budget,Standard,+00027.,4,F
Adult,968,F,M,2,+0098217.10000000,N,+0000044.98000000,+00029.,+00000.,+00013.,0,CC,FreeLocal,Standard,+00042.,4,F
Adult,970,F,S,1,+0002929.13000000,N,+0000053.50666700,+00014.,+00000.,+00088.,0,CH,Budget,Intnl_discount,+00102.,1,T
Adult,973,M,M,0,+0096223.40000000,Y,+0000064.76000000,+00011.,+00000.,+00005.,0,CC,FreeLocal,Standard,+00018.,3,T
Adult,974,F,S,0,+0015989.30000000,N,+0000061.69333300,+00003.,+00000.,+00025.,1,CC,Budget,Intnl_discount,+00029.,3,T
Adult,975,M,M,0,+0069168.40000000,Y,+0000062.42666700,+00014.,+00006.,+00214.,0,CC,Budget,Standard,+00234.,3,T
Adult,979,M,S,0,+0080221.20000000,N,+0000029.02666700,+00002.,+00000.,+00049.,0,Auto,FreeLocal,Standard,+00050.,2,F
Adult,983,M,M,2,+0090103.70000000,N,+0000034.94666700,+00012.,+00008.,+00045.,0,CC,Budget,Intnl_discount,+00066.,4,F
Adult,984,F,M,0,+0059008.40000000,Y,+0000030.18000000,+00012.,+00000.,+00018.,0,CC,Budget,Standard,+00031.,1,T
Adult,986,M,S,1,+0084978.10000000,N,+0000021.64000000,+00005.,+00007.,+00076.,0,CH,FreeLocal,Intnl_discount,+00088.,2,F
Adult,993,M,M,2,+0010708.30000000,N,+0000026.02666700,+00020.,+00004.,+00117.,0,CH,Budget,Intnl_discount,+00142.,1,F
Adult,996,F,M,0,+0002031.61000000,N,+0000020.30000000,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00109.,1,T
Adult,1004,F,M,1,+0008073.11000000,N,+0000046.00000000,+00028.,+00000.,+00060.,0,Auto,FreeLocal,Standard,+00089.,4,F
Child,1006,M,S,1,+0024141.50000000,Y,+0000017.00666700,+00028.,+00000.,+00097.,0,CC,FreeLocal,Standard,+00125.,1,T
Adult,1009,M,S,2,+0072084.70000000,N,+0000055.64000000,+00029.,+00000.,+00009.,0,CC,Budget,Intnl_discount,+00038.,2,F
Adult,1016,M,M,1,+0071472.90000000,N,+0000041.91333300,+00016.,+00000.,+00114.,0,CH,Budget,Standard,+00130.,1,T
Adult,1017,F,M,0,+0095405.70000000,N,+0000048.00000000,+00007.,+00000.,+00006.,0,CC,Budget,Standard,+00013.,3,F
Adult,1018,F,S,0,+0095786.80000000,Y,+0000052.64666700,+00021.,+00000.,+00087.,0,CC,Budget,Standard,+00108.,1,F
Adult,1022,F,M,2,+0056187.00000000,N,+0000043.00000000,+00008.,+00000.,+00013.,0,CH,Budget,Standard,+00021.,3,F
Adult,1023,M,M,1,+0028313.10000000,N,+0000020.89333300,+00006.,+00000.,+00006.,0,CC,Budget,Standard,+00013.,2,F
Adult,1042,M,M,0,+0075004.50000000,N,+0000064.80000000,+00026.,+00000.,+00032.,0,CC,Budget,Intnl_discount,+00058.,1,F
Adult,1048,F,M,2,+0047902.00000000,N,+0000026.03333300,+00017.,+00004.,+00049.,1,Auto,FreeLocal,Standard,+00072.,3,F
Child,1053,M,M,1,+0007545.96000000,Y,+0000016.75333300,+00022.,+00000.,+00178.,0,CC,Budget,Standard,+00200.,2,T
Child,1064,F,S,0,+0028589.10000000,N,+0000015.60000000,+00013.,+00000.,+00087.,0,CC,FreeLocal,Standard,+00100.,1,T
Adult,1066,F,M,2,+0005237.63000000,N,+0000048.75333300,+00013.,+00008.,+00056.,0,CC,Budget,Standard,+00078.,3,F
Adult,1069,M,S,2,+0089459.90000000,N,+0000053.28000000,+00011.,+00001.,+00022.,0,CC,FreeLocal,Standard,+00036.,2,T
Adult,1073,F,S,0,+0081710.90000000,N,+0000058.54000000,+00020.,+00000.,+00015.,1,CC,FreeLocal,Standard,+00036.,4,F
Adult,1077,F,M,1,+0057063.00000000,Y,+0000052.33333300,+00016.,+00000.,+00081.,0,CH,Budget,Standard,+00098.,4,F
Adult,1084,F,S,1,+0007737.94000000,N,+0000042.66666700,+00011.,+00000.,+00050.,0,CC,FreeLocal,Standard,+00061.,4,T
Adult,1086,F,M,2,+0045287.60000000,Y,+0000029.02666700,+00000.,+00000.,+00002.,0,CC,Budget,Standard,+00002.,2,F
Adult,1095,F,M,2,+0042031.80000000,N,+0000050.75333300,+00020.,+00000.,+00039.,0,CH,Budget,Intnl_discount,+00059.,4,F
Adult,1097,F,M,2,+0083284.10000000,Y,+0000028.42000000,+00026.,+00000.,+00009.,0,Auto,FreeLocal,Intnl_discount,+00035.,3,F
Adult,1098,M,M,1,+0039229.10000000,N,+0000026.26000000,+00028.,+00004.,+00013.,0,CC,Budget,Intnl_discount,+00047.,4,F
Adult,1099,F,D,1,+0068427.40000000,N,+0000042.39333300,+00023.,+00000.,+00050.,0,Auto,FreeLocal,Standard,+00073.,1,F
Adult,1101,M,S,0,+0003601.71000000,N,+0000049.26666700,+00009.,+00004.,+00111.,0,Auto,Budget,Intnl_discount,+00125.,4,T
Adult,1104,F,S,2,+0066182.70000000,Y,+0000062.48000000,+00011.,+00000.,+00047.,0,Auto,Budget,Standard,+00058.,4,F
Adult,1105,F,M,2,+0084789.30000000,N,+0000050.43333300,+00014.,+00008.,+00010.,0,CH,FreeLocal,Standard,+00033.,4,T
Adult,1108,F,M,0,+0032703.10000000,Y,+0000064.92000000,+00016.,+00000.,+00056.,0,CC,Budget,Intnl_discount,+00072.,4,F
Adult,1111,M,M,1,+0097180.40000000,N,+0000050.60000000,+00008.,+00009.,+00045.,0,CC,FreeLocal,Standard,+00063.,3,T
Adult,1114,M,S,0,+0064136.60000000,Y,+0000061.10666700,+00016.,+00001.,+00125.,0,CC,FreeLocal,Intnl_discount,+00142.,1,T
Child,1120,F,M,0,+0038538.40000000,N,+0000012.32666700,+00022.,+00008.,+00016.,0,CC,FreeLocal,Standard,+00047.,1,T
Adult,1127,M,M,0,+0092881.80000000,N,+0000021.38000000,+00002.,+00006.,+00085.,0,CC,FreeLocal,Standard,+00093.,2,F
Adult,1132,F,S,1,+0013109.10000000,N,+0000062.60666700,+00022.,+00000.,+00040.,0,Auto,Budget,Standard,+00062.,1,T
Adult,1599,F,M,2,+0059613.10000000,N,+0000034.32000000,+00012.,+00000.,+00163.,0,CC,Budget,Intnl_discount,+00175.,1,T
Adult,1144,F,M,2,+0062061.80000000,Y,+0000045.92000000,+00029.,+00000.,+00052.,0,Auto,FreeLocal,Standard,+00082.,1,F
Adult,1145,F,M,1,+0020550.90000000,Y,+0000022.12000000,+00027.,+00000.,+00057.,0,CC,Budget,Standard,+00085.,1,T
Adult,1151,F,S,2,+0019131.10000000,N,+0000056.18666700,+00022.,+00000.,+00034.,0,Auto,Budget,Standard,+00057.,2,T
Adult,1157,M,M,2,+0042750.30000000,Y,+0000050.49333300,+00020.,+00001.,+00112.,0,Auto,Budget,Intnl_discount,+00134.,2,F
Adult,1162,M,M,0,+0047870.80000000,Y,+0000027.26000000,+00002.,+00001.,+00012.,0,CC,FreeLocal,Standard,+00013.,2,F
Adult,1164,F,S,0,+0007325.50000000,N,+0000036.92000000,+00028.,+00000.,+00161.,0,CC,FreeLocal,Intnl_discount,+00190.,3,T
Adult,1166,M,M,2,+0028766.90000000,N,+0000046.84000000,+00006.,+00000.,+00058.,0,CC,Budget,Standard,+00064.,1,F
Adult,1178,M,S,0,+0065000.00000000,Y,+0000052.26666700,+00011.,+00009.,+00115.,1,Auto,FreeLocal,Intnl_discount,+00137.,1,T
Adult,1184,F,S,0,+0073228.30000000,N,+0000046.00000000,+00022.,+00000.,+00028.,0,Auto,Budget,Standard,+00050.,3,F
Adult,1185,F,S,2,+0076231.90000000,N,+0000063.80666700,+00002.,+00000.,+00150.,0,Auto,FreeLocal,Standard,+00152.,3,F
Adult,1190,M,M,1,+0064792.30000000,N,+0000052.14666700,+00013.,+00001.,+00036.,0,CH,FreeLocal,Standard,+00051.,1,T
Adult,1193,F,S,0,+0093322.10000000,Y,+0000040.31333300,+00029.,+00000.,+00008.,0,CH,Budget,Intnl_discount,+00038.,1,T
Adult,1202,M,M,2,+0049910.70000000,Y,+0000051.52000000,+00027.,+00000.,+00023.,0,CC,Budget,Standard,+00051.,4,F
Adult,1204,M,M,1,+0076161.40000000,Y,+0000044.57333300,+00011.,+00000.,+00025.,0,CC,FreeLocal,Standard,+00037.,3,T
Child,1205,F,M,2,+0055860.00000000,Y,+0000014.57333300,+00016.,+00000.,+00010.,0,CC,FreeLocal,Intnl_discount,+00026.,1,F
Adult,1206,F,S,1,+0012686.00000000,N,+0000064.80000000,+00023.,+00000.,+00080.,0,Auto,Budget,Standard,+00103.,4,T
Adult,1214,M,M,2,+0057360.80000000,Y,+0000053.25333300,+00010.,+00000.,+00057.,0,CC,FreeLocal,Standard,+00067.,1,F
Adult,1216,M,M,0,+0060102.70000000,N,+0000042.14000000,+00009.,+00000.,+00062.,1,CH,FreeLocal,Standard,+00072.,3,T
Adult,1219,F,S,1,+0012526.30000000,N,+0000053.55333300,+00011.,+00000.,+00028.,0,CC,FreeLocal,Intnl_discount,+00040.,3,T
Adult,1222,F,S,2,+0014578.80000000,Y,+0000060.93333300,+00011.,+00000.,+00095.,0,Auto,Budget,Standard,+00107.,1,T
Adult,1225,M,M,0,+0078572.20000000,Y,+0000042.34666700,+00021.,+00000.,+00029.,1,CC,FreeLocal,Standard,+00051.,1,T
Child,1229,F,M,0,+0028770.90000000,N,+0000012.34000000,+00027.,+00005.,+00016.,0,CH,FreeLocal,Standard,+00049.,3,T
Adult,1230,F,M,2,+0087578.20000000,Y,+0000053.36666700,+00000.,+00000.,+00022.,0,CC,Budget,Standard,+00022.,4,F
Child,1231,F,M,2,+0086695.40000000,N,+0000013.90666700,+00025.,+00000.,+00032.,0,CC,FreeLocal,Standard,+00058.,1,F
Adult,1233,F,S,2,+0076791.20000000,N,+0000043.00000000,+00020.,+00000.,+00023.,0,CC,Budget,Intnl_discount,+00043.,3,F
Child,1237,F,S,1,+0030763.80000000,Y,+0000014.19333300,+00021.,+00000.,+00035.,0,CC,Budget,Standard,+00057.,3,T
Adult,1238,F,M,2,+0003193.60000000,N,+0000054.04666700,+00004.,+00000.,+00114.,1,CH,Budget,Standard,+00118.,3,F
Child,1239,M,M,1,+0069680.90000000,N,+0000015.84666700,+00007.,+00000.,+00032.,0,CC,FreeLocal,Intnl_discount,+00039.,2,F
Adult,1244,F,M,2,+0007776.60000000,N,+0000035.70666700,+00025.,+00000.,+00068.,0,CC,FreeLocal,Standard,+00094.,1,F
Adult,1246,M,S,0,+0078000.00000000,N,+0000046.00000000,+00004.,+00007.,+00008.,0,CC,Budget,Standard,+00020.,4,T
Adult,1248,F,M,2,+0069343.30000000,N,+0000042.16666700,+00006.,+00000.,+00015.,0,CC,FreeLocal,Standard,+00021.,1,F
Adult,1249,F,M,0,+0083287.00000000,N,+0000042.00000000,+00000.,+00000.,+00023.,2,Auto,Budget,Standard,+00024.,3,F
Adult,1252,F,M,0,+0014932.50000000,N,+0000070.00000000,+00004.,+00000.,+00006.,0,CC,Budget,Intnl_discount,+00011.,3,F
Adult,1255,F,M,2,+0021419.90000000,N,+0000059.83333300,+00026.,+00000.,+00103.,0,CC,FreeLocal,Standard,+00129.,4,F
Adult,1261,F,M,2,+0000194.57000000,N,+0000041.00000000,+00028.,+00000.,+00038.,0,CC,FreeLocal,Standard,+00067.,4,F
Adult,1262,F,M,1,+0098680.40000000,Y,+0000062.00000000,+00017.,+00000.,+00008.,0,CH,FreeLocal,Intnl_discount,+00026.,1,F
Adult,1263,M,M,0,+0065619.70000000,Y,+0000046.00000000,+00013.,+00000.,+00144.,0,CC,Budget,Standard,+00158.,3,T
Adult,1266,F,M,1,+0066921.40000000,Y,+0000061.00000000,+00015.,+00000.,+00008.,0,CC,FreeLocal,Intnl_discount,+00024.,3,F
Adult,1268,F,M,2,+0094026.80000000,Y,+0000027.74666700,+00025.,+00000.,+00010.,0,CC,FreeLocal,Intnl_discount,+00035.,3,F
Adult,1271,M,M,0,+0080000.00000000,N,+0000056.19333300,+00003.,+00003.,+00026.,1,CC,FreeLocal,Standard,+00034.,1,T
Adult,1274,F,M,2,+0063234.50000000,Y,+0000052.36000000,+00000.,+00000.,+00001.,0,CH,FreeLocal,Intnl_discount,+00001.,4,F
Adult,1278,F,M,2,+0018296.40000000,Y,+0000042.62666700,+00000.,+00000.,+00010.,0,CC,FreeLocal,Standard,+00010.,1,F
Adult,1279,F,S,0,+0039461.00000000,N,+0000022.22666700,+00022.,+00000.,+00103.,1,CC,FreeLocal,Standard,+00126.,2,T
Adult,1284,F,M,2,+0052957.00000000,Y,+0000039.74666700,+00025.,+00000.,+00125.,2,CH,FreeLocal,Standard,+00151.,4,F
Adult,1285,F,S,2,+0086747.10000000,N,+0000064.85333300,+00020.,+00000.,+00037.,0,Auto,Budget,Standard,+00057.,3,F
Adult,1287,F,M,1,+0087404.60000000,N,+0000063.18666700,+00021.,+00000.,+00139.,0,Auto,Budget,Standard,+00160.,4,F
Adult,1288,M,S,2,+0020919.00000000,N,+0000055.00000000,+00006.,+00004.,+00153.,0,CC,FreeLocal,Intnl_discount,+00164.,1,F
Adult,1289,F,M,2,+0085394.00000000,Y,+0000020.16000000,+00019.,+00002.,+00014.,1,Auto,Budget,Intnl_discount,+00035.,4,F
Adult,1293,F,S,1,+0058328.80000000,N,+0000065.00000000,+00007.,+00000.,+00123.,0,CC,FreeLocal,Standard,+00131.,3,F
Child,1294,F,S,0,+0089813.60000000,N,+0000012.84666700,+00014.,+00001.,+00149.,0,CC,FreeLocal,Intnl_discount,+00166.,4,F
Adult,1296,F,M,2,+0082644.20000000,Y,+0000033.49333300,+00021.,+00000.,+00019.,0,CC,FreeLocal,Intnl_discount,+00041.,2,F
Child,1297,F,S,1,+0027783.60000000,N,+0000014.04000000,+00004.,+00006.,+00018.,0,CC,FreeLocal,Standard,+00029.,2,T
Adult,1299,F,M,1,+0038738.30000000,N,+0000060.00000000,+00011.,+00000.,+00048.,0,CC,Budget,Intnl_discount,+00059.,1,F
Adult,1301,F,M,1,+0056722.80000000,N,+0000060.59333300,+00017.,+00006.,+00051.,0,CC,FreeLocal,Standard,+00074.,4,T
Adult,1306,M,M,0,+0023000.00000000,Y,+0000061.02000000,+00028.,+00000.,+00045.,0,CH,Budget,Standard,+00074.,4,T
Adult,1309,F,M,0,+0098056.30000000,N,+0000055.96666700,+00023.,+00000.,+00126.,0,Auto,FreeLocal,Standard,+00150.,3,F
Adult,1310,M,M,0,+0073400.00000000,Y,+0000053.21333300,+00000.,+00000.,+00002.,0,CH,Budget,Standard,+00002.,1,T
Adult,1313,M,S,1,+0016432.10000000,Y,+0000020.92000000,+00020.,+00008.,+00080.,0,CH,Budget,Intnl_discount,+00109.,3,T
Adult,1314,M,M,0,+0062797.90000000,N,+0000054.44666700,+00008.,+00004.,+00055.,0,CH,Budget,Intnl_discount,+00068.,3,T
Adult,1318,F,S,1,+0033084.30000000,Y,+0000050.31333300,+00019.,+00000.,+00105.,0,CH,Budget,Standard,+00125.,1,F
Adult,1319,F,S,0,+0020913.60000000,N,+0000053.01333300,+00022.,+00007.,+00065.,0,CC,FreeLocal,Standard,+00095.,1,T
Adult,1321,F,S,1,+0049553.90000000,Y,+0000048.00000000,+00029.,+00000.,+00048.,0,CC,FreeLocal,Standard,+00078.,1,F
Adult,1324,F,S,1,+0071941.50000000,Y,+0000045.00000000,+00007.,+00007.,+00087.,0,CH,FreeLocal,Standard,+00103.,3,F
Child,1326,M,M,2,+0067339.80000000,N,+0000017.00666700,+00027.,+00005.,+00048.,0,CC,FreeLocal,Intnl_discount,+00081.,3,F
Adult,1327,F,M,1,+0088759.50000000,N,+0000060.00000000,+00029.,+00000.,+00114.,1,CC,FreeLocal,Standard,+00143.,2,F
Adult,1328,M,M,1,+0075799.90000000,N,+0000046.38000000,+00022.,+00007.,+00064.,0,CC,FreeLocal,Intnl_discount,+00094.,2,T
Adult,1329,F,S,2,+0015688.50000000,N,+0000053.06000000,+00014.,+00000.,+00008.,0,CC,Budget,Standard,+00022.,1,T
Child,1330,F,S,0,+0043382.30000000,N,+0000016.07333300,+00029.,+00008.,+00099.,0,CH,FreeLocal,Standard,+00138.,4,T
Adult,1331,M,S,0,+0002805.01000000,Y,+0000025.00000000,+00019.,+00006.,+00011.,0,CC,FreeLocal,Intnl_discount,+00038.,1,T
Child,1333,F,S,0,+0042000.00000000,N,+0000016.06000000,+00026.,+00000.,+00108.,0,CC,Budget,Standard,+00134.,2,T
Adult,1335,F,M,1,+0081641.20000000,Y,+0000019.00000000,+00013.,+00006.,+00078.,0,CC,FreeLocal,Standard,+00098.,2,T
Adult,1339,F,S,2,+0011251.10000000,Y,+0000043.00000000,+00028.,+00000.,+00113.,0,CC,FreeLocal,Standard,+00141.,2,T
Adult,1342,M,S,0,+0094928.30000000,N,+0000040.18000000,+00014.,+00005.,+00073.,0,CC,FreeLocal,Standard,+00093.,1,T
Adult,1346,M,M,0,+0078000.00000000,Y,+0000050.00000000,+00016.,+00004.,+00018.,0,CH,FreeLocal,Intnl_discount,+00039.,2,T
Adult,1350,M,M,1,+0078000.00000000,Y,+0000052.26666700,+00029.,+00000.,+00062.,0,CH,Budget,Standard,+00092.,2,T
Adult,1356,F,S,2,+0003416.62000000,Y,+0000022.76000000,+00018.,+00000.,+00104.,0,CC,Budget,Standard,+00123.,2,T
Adult,1357,F,M,0,+0073069.10000000,Y,+0000055.63333300,+00000.,+00000.,+00010.,0,Auto,Budget,Standard,+00010.,4,F
Adult,1359,F,M,2,+0008032.16000000,N,+0000045.66666700,+00029.,+00000.,+00059.,0,CC,FreeLocal,Standard,+00088.,1,F
Adult,1360,F,S,0,+0093454.30000000,Y,+0000048.53333300,+00018.,+00000.,+00025.,0,Auto,FreeLocal,Standard,+00044.,1,F
Adult,1365,M,S,0,+0070000.00000000,Y,+0000048.00000000,+00004.,+00003.,+00082.,0,CH,Budget,Intnl_discount,+00090.,3,T
Adult,1374,F,M,2,+0069486.80000000,N,+0000030.94666700,+00007.,+00000.,+00009.,1,CC,Budget,Standard,+00017.,1,F
Adult,1382,F,M,2,+0047010.10000000,N,+0000057.40666700,+00002.,+00000.,+00164.,0,CC,Budget,Intnl_discount,+00167.,1,F
Adult,1384,F,D,1,+0067239.40000000,N,+0000044.43333300,+00012.,+00000.,+00053.,0,Auto,FreeLocal,Intnl_discount,+00066.,4,F
